Id,Probability
1527,0.442673
1528,0.401164
1529,0.386885
1530,0.359160
1531,0.328382
1532,0.434528
1533,0.581162
1534,0.434993
1535,0.262624
1536,0.316564
1537,0.660470
1538,0.296719
1539,0.192130
1540,0.236400
1541,0.604755
1542,0.213822
1543,0.377203
1544,0.367089
1545,0.224294
1546,0.244207
1547,0.484770
1548,0.438479
1549,0.493082
1550,0.297232
1551,0.301122
1552,0.324930
1553,0.478182
1554,0.337153
1555,0.735791
1556,0.305366
1557,0.202904
1558,0.730954
1559,0.432056
1560,0.510550
1561,0.291524
1562,0.271500
1563,0.458605
1564,0.211616
1565,0.376783
1566,0.323127
1567,0.229181
1568,0.231074
1569,0.349763
1570,0.616508
1571,0.306665
1572,0.343024
1573,0.407436
1574,0.214931
1575,0.321094
1576,0.357530
1577,0.195614
1578,0.305781
1579,0.264236
1580,0.279282
1581,0.205136
1582,0.267067
1583,0.212387
1584,0.211904
1585,0.299899
1586,0.554795
1587,0.548392
1588,0.551469
1589,0.255397
1590,0.214973
1591,0.373125
1592,0.202626
1593,0.232152
1594,0.543657
1595,0.545106
1596,0.292420
1597,0.275355
1598,0.268280
1599,0.376593
1600,0.193747
1601,0.211802
1602,0.229360
1603,0.463828
1604,0.257560
1605,0.275763
1606,0.411652
1607,0.354610
1608,0.399404
1609,0.299280
1610,0.243820
1611,0.356800
1612,0.544723
1613,0.327986
1614,0.499230
1615,0.231775
1616,0.809950
1617,0.755302
1618,0.345727
1619,0.485580
1620,0.717466
1621,0.721719
1622,0.414585
1623,0.768429
1624,0.382661
1625,0.188680
1626,0.226139
1627,0.343670
1628,0.290702
1629,0.316823
1630,0.241882
1631,0.214539
1632,0.604775
1633,0.580059
1634,0.350627
1635,0.269474
1636,0.441636
1637,0.290303
1638,0.316751
1639,0.261153
1640,0.413649
1641,0.217556
1642,0.210609
1643,0.347628
1644,0.355409
1645,0.208399
1646,0.218342
1647,0.729343
1648,0.417980
1649,0.360946
1650,0.429052
1651,0.683064
1652,0.219192
1653,0.287013
1654,0.494451
1655,0.244468
1656,0.217657
1657,0.174829
1658,0.328803
1659,0.364522
1660,0.667612
1661,0.405110
1662,0.542334
1663,0.272179
1664,0.433997
1665,0.366016
1666,0.264104
1667,0.295424
1668,0.542440
1669,0.236089
1670,0.177460
1671,0.211657
1672,0.323228
1673,0.317142
1674,0.659057
1675,0.231164
1676,0.408685
1677,0.230221
1678,0.666538
1679,0.319382
1680,0.220616
1681,0.603699
1682,0.425454
1683,0.344383
1684,0.328102
1685,0.253572
1686,0.364637
1687,0.267875
1688,0.391509
1689,0.492447
1690,0.513204
1691,0.426627
1692,0.241555
1693,0.548740
1694,0.433705
1695,0.561308
1696,0.385437
1697,0.326306
1698,0.372287
1699,0.618850
1700,0.399490
1701,0.275365
1702,0.347949
1703,0.196963
1704,0.506965
1705,0.279399
1706,0.313137
1707,0.436673
1708,0.255191
1709,0.224369
1710,0.409959
1711,0.474290
1712,0.292025
1713,0.522458
1714,0.259110
1715,0.196005
1716,0.234738
1717,0.428069
1718,0.639549
1719,0.187790
1720,0.277146
1721,0.518442
1722,0.270155
1723,0.392375
1724,0.196605
1725,0.395159
1726,0.361102
1727,0.373916
1728,0.622679
1729,0.169511
1730,0.181014
1731,0.376914
1732,0.343520
1733,0.364243
1734,0.317110
1735,0.592896
1736,0.605636
1737,0.352016
1738,0.548272
1739,0.313974
1740,0.442093
1741,0.183583
1742,0.430385
1743,0.348081
1744,0.391249
1745,0.308598
1746,0.645640
1747,0.241151
1748,0.400365
1749,0.234675
1750,0.328891
1751,0.228456
1752,0.215473
1753,0.345975
1754,0.261758
1755,0.469096
1756,0.745334
1757,0.304606
1758,0.297229
1759,0.406853
1760,0.265625
1761,0.305359
1762,0.208896
1763,0.196635
1764,0.304005
1765,0.192355
1766,0.536726
1767,0.625767
1768,0.471071
1769,0.227099
1770,0.244709
1771,0.583293
1772,0.298352
1773,0.600542
1774,0.313684
1775,0.260450
1776,0.217026
1777,0.417234
1778,0.346072
1779,0.464756
1780,0.242893
1781,0.337349
1782,0.303874
1783,0.394818
1784,0.256520
1785,0.469831
1786,0.226526
1787,0.190677
1788,0.579598
1789,0.200285
1790,0.325008
1791,0.255286
1792,0.408264
1793,0.313946
1794,0.353588
1795,0.419311
1796,0.301376
1797,0.185594
1798,0.392249
1799,0.517065
1800,0.257557
1801,0.371454
1802,0.307841
1803,0.237820
1804,0.225525
1805,0.344212
1806,0.431552
1807,0.407073
1808,0.396824
1809,0.248477
1810,0.750528
1811,0.398792
1812,0.403949
1813,0.402668
1814,0.339105
1815,0.389450
1816,0.453775
1817,0.306766
1818,0.290849
1819,0.340243
1820,0.381022
1821,0.289228
1822,0.191771
1823,0.380396
1824,0.202954
1825,0.460351
1826,0.403151
1827,0.304848
1828,0.359664
1829,0.437558
1830,0.373644
1831,0.747004
1832,0.352140
1833,0.334132
1834,0.613852
1835,0.662815
1836,0.429154
1837,0.403498
1838,0.318766
1839,0.486341
1840,0.290128
1841,0.331079
1842,0.289506
1843,0.407932
1844,0.422090
1845,0.343004
1846,0.432398
1847,0.635643
1848,0.347745
1849,0.407200
1850,0.391089
1851,0.302618
1852,0.338369
1853,0.306612
1854,0.333657
1855,0.459805
1856,0.293485
1857,0.268290
1858,0.312311
1859,0.498369
1860,0.396898
1861,0.479408
1862,0.417273
1863,0.657349
1864,0.253676
1865,0.243732
1866,0.508021
1867,0.433891
1868,0.213188
1869,0.235684
1870,0.468044
1871,0.333709
1872,0.400214
1873,0.232226
